,streetAddress,addressLocality,addressRegion,postalCode,latitude,longitude,price,property-beds,property-baths,property-sqft,Garage,Property Type,Square Footage
1318,"2201 821 CAMBIE STREET, Vancouver, BC V6B 0E3",Vancouver,BC,V6B 0E3,49.2780963,-123.1156255,3600000.0,2.0,2.0,"2,312",,Condo,"2,312 SQFT"
1321,"7232 CAMANO STREET, Vancouver, BC V5S 4B9",Vancouver,BC,V5S 4B9,49.2192676,-123.0252844,1079000.0,3.0,3.0,"1,833",,Townhome,"1,833 SQFT"
7435,"1505 1833 CROWE STREET, Vancouver, BC V5Y 0A2",Vancouver,BC,V5Y 0A2,49.2685462,-123.1127019,1340000.0,2.0,2.0,"1,025",,Condo,"1,025 SQFT"
11330,"1109 8189 CAMBIE STREET, Vancouver, BC V6P 0G6",Vancouver,BC,V6P 0G6,49.2102802,-123.117996,627800.0,1.0,1.0,483,,Condo,483 SQFT
11332,"2069 E 1ST AVENUE, Vancouver, BC V5N 1B6",Vancouver,BC,V5N 1B6,49.2696365,-123.0625885,1489000.0,3.0,3.0,"1,237",,Townhome,"1,237 SQFT"
7434,"309 3588 SAWMILL CRESCENT, Vancouver, BC V5S 0H5",Vancouver,BC,V5S 0H5,49.2065069,-123.026823,779900.0,2.0,2.0,773,,Condo,773 SQFT
1326,"307 2015 TRAFALGAR STREET, Vancouver, BC V6K 3S5",Vancouver,BC,V6K 3S5,49.2680431,-123.1648229,868000.0,2.0,1.0,827,,Condo,827 SQFT
6656,"305 1201 MARINASIDE CRESCENT, Vancouver, BC V6Z 2V2",Vancouver,BC,V6Z 2V2,49.2727408,-123.1211327,1650000.0,3.0,2.0,"1,228",,Condo,"1,228 SQFT"
7478,"2026 FRANKLIN STREET, Vancouver, BC V5L 1R3",Vancouver,BC,V5L 1R3,49.2818415,-123.0629758,2595000.0,,0.0,"4,200",,MultiFamily,"4,200 SQFT"
11273,"41 540 W 28TH AVENUE, Vancouver, BC V5Z 2H1",Vancouver,BC,V5Z 2H1,49.2460337,-123.1163126,999000.0,1.0,1.0,586,,Condo,586 SQFT
6653,"1708 938 SMITHE STREET, Vancouver, BC V6Z 3H8",Vancouver,BC,V6Z 3H8,49.2817113,-123.1239001,899000.0,2.0,2.0,856,,Condo,856 SQFT
11214,"303 950 CAMBIE STREET, Vancouver, BC V6B 5X5",Vancouver,BC,V6B 5X5,49.2762497,-123.1172566,788000.0,2.0,2.0,"1,138",,Condo,"1,138 SQFT"
11217,"1987 W 35TH AVENUE, Vancouver, BC V6M 1H8",Vancouver,BC,V6M 1H8,49.2402937,-123.1510834,6888000.0,6.0,6.0,"4,410",,Single Family,"4,410 SQFT"
7517,"4502 1372 SEYMOUR STREET, Vancouver, BC V6B 0L1",Vancouver,BC,V6B 0L1,49.2745896,-123.1275628,1850000.0,2.0,2.0,"1,143",,Condo,"1,143 SQFT"
11224,"3404 1335 HOWE STREET, Vancouver, BC V6Z 0H1",Vancouver,BC,V6Z 0H1,49.276468,-123.1297617,2439900.0,2.0,2.0,"1,205",,Condo,"1,205 SQFT"
7516,"109 3520 CROWLEY DRIVE, Vancouver, BC V5R 6G9",Vancouver,BC,V5R 6G9,49.2357428,-123.029469,599900.0,1.0,1.0,704,,Condo,704 SQFT
7515,"905 1768 COOK STREET, Vancouver, BC V5Y 0N3",Vancouver,BC,V5Y 0N3,49.2696596,-123.1099025,720000.0,1.0,1.0,491,,Condo,491 SQFT
11227,"185 W 45TH AVENUE, Vancouver, BC V5Y 2W2",Vancouver,BC,V5Y 2W2,49.2298553,-123.1104773,3690000.0,5.0,5.0,"3,403",,Single Family,"3,403 SQFT"
7518,"1735 E 35TH AVENUE, Vancouver, BC V5P 1B5",Vancouver,BC,V5P 1B5,49.2386694,-123.0702984,1799900.0,5.0,2.0,"2,200",,Single Family,"2,200 SQFT"
1175,"2763 ROSEMONT DRIVE, Vancouver, BC V5S 2C6",Vancouver,BC,V5S 2C6,49.218688,-123.0488409,2098000.0,6.0,2.0,"2,236",,Single Family,"2,236 SQFT"
11229,"2207 689 ABBOTT STREET, Vancouver, BC V6B 0J2",Vancouver,BC,V6B 0J2,49.2788252,-123.1077788,1149000.0,2.0,2.0,"1,030",,Condo,"1,030 SQFT"
11232,"2416 RUPERT STREET, Vancouver, BC V5M 3T4",Vancouver,BC,V5M 3T4,49.2626686,-123.033299,2500000.0,5.0,4.0,"2,439",,Single Family,"2,439 SQFT"
6640,"1008 1661 QUEBEC STREET, Vancouver, BC V6A 0H2",Vancouver,BC,V6A 0H2,49.2709102,-123.1030544,1048000.0,2.0,2.0,829,,Condo,829 SQFT
11233,"20 6788 OAK STREET, Vancouver, BC V6P 0L2",Vancouver,BC,V6P 0L2,49.2237115,-123.1282884,1899000.0,3.0,3.0,"1,422",,Townhome,"1,422 SQFT"
11235,"3440 E 25TH AVENUE, Vancouver, BC V5R 1K1",Vancouver,BC,V5R 1K1,49.2476345,-123.0300034,2388000.0,6.0,4.0,"2,086",,Single Family,"2,086 SQFT"
7511,"814 1010 HOWE STREET, Vancouver, BC V6Z 1P5",Vancouver,BC,V6Z 1P5,49.2794889,-123.124186,599900.0,1.0,1.0,501,,Condo,501 SQFT
7507,"1901 1228 MARINASIDE CRESCENT, Vancouver, BC V5S 2L7",Vancouver,BC,V5S 2L7,49.2720791,-123.1203769,1599000.0,2.0,2.0,"1,175",,Condo,"1,175 SQFT"
7514,"1903 W 14TH AVENUE, Vancouver, BC V6J 2K1",Vancouver,BC,V6J 2K1,49.259344,-123.1485702,1178000.0,2.0,2.0,"1,007",,Townhome,"1,007 SQFT"
1159,"3103 1033 MARINASIDE CRESCENT, Vancouver, BC V6Z 3A3",Vancouver,BC,V6Z 3A3,49.2734689,-123.1163625,1148000.0,1.0,1.0,769,,Condo,769 SQFT
7519,"1605 1833 CROWE STREET, Vancouver, BC V5Y 0A2",Vancouver,BC,V5Y 0A2,49.2685462,-123.1127019,1249000.0,2.0,2.0,"1,057",,Condo,"1,057 SQFT"
1158,"905 1788 COLUMBIA STREET, Vancouver, BC V5Y 0L7",Vancouver,BC,V5Y 0L7,49.2696259,-123.1085956,719000.0,1.0,1.0,600,,Condo,600 SQFT
11198,"707 8031 NUNAVUT LANE, Vancouver, BC V5X 0C9",Vancouver,BC,V5X 0C9,49.2113577,-123.1165218,499000.0,1.0,1.0,533,,Condo,533 SQFT
6634,"402 1768 COOK STREET, Vancouver, BC V5Y 0N3",Vancouver,BC,V5Y 0N3,49.2696596,-123.1099025,675000.0,1.0,1.0,481,,Condo,481 SQFT
11200,"3016 RUPERT STREET, Vancouver, BC V5M 3T9",Vancouver,BC,V5M 3T9,49.2572662,-123.0332686,3600000.0,3.0,2.0,"1,304",,Single Family,"1,304 SQFT"
1128,"405 1283 HOWE STREET, Vancouver, BC V6Z 0E3",Vancouver,BC,V6Z 0E3,49.277056,-123.128843,618800.0,1.0,1.0,544,,Condo,544 SQFT
11202,"410 215 E 33RD AVENUE, Vancouver, BC V5V 2Z7",Vancouver,BC,V5V 2Z7,49.2407697,-123.1010619,1145500.0,2.0,2.0,844,,Condo,844 SQFT
1138,"6 1350 W 14TH AVENUE, Vancouver, BC V6H 1R1",Vancouver,BC,V6H 1R1,49.2586076,-123.1352033,2749900.0,3.0,3.0,"2,458",,Condo,"2,458 SQFT"
1141,"1133 KEEFER STREET, Vancouver, BC V6A 1Z2",Vancouver,BC,V6A 1Z2,49.279386,-123.0804933,1568000.0,5.0,2.0,"2,543",,Single Family,"2,543 SQFT"
1143,"111 3787 W 4TH AVENUE, Vancouver, BC V6R 1P4",Vancouver,BC,V6R 1P4,49.2689046,-123.1871765,568000.0,1.0,1.0,658,,Condo,658 SQFT
7528,"1207 822 HOMER STREET, Vancouver, BC V6B 6M3",Vancouver,BC,V6B 6M3,49.2790454,-123.1169536,688800.0,1.0,1.0,647,,Condo,647 SQFT
7527,"3303 1199 MARINASIDE CRESCENT, Vancouver, BC V6Z 2Y2",Vancouver,BC,V6Z 2Y2,49.2734779,-123.119967,1368000.0,2.0,2.0,"1,079",,Condo,"1,079 SQFT"
11204,"3072 E 26TH AVENUE, Vancouver, BC V5R 1L6",Vancouver,BC,V5R 1L6,49.2468165,-123.0398955,1890000.0,6.0,4.0,"2,750",,Single Family,"2,750 SQFT"
11206,"2976 RUPERT STREET, Vancouver, BC V5M 3T9",Vancouver,BC,V5M 3T9,49.2575132,-123.0332681,3600000.0,11.0,5.0,"2,748",,Single Family,"2,748 SQFT"
11208,"2958 RUPERT STREET, Vancouver, BC V5M 3T9",Vancouver,BC,V5M 3T9,49.2576359,-123.0332626,3600000.0,8.0,6.0,"4,015",,Single Family,"4,015 SQFT"
6636,"1710 233 ROBSON STREET, Vancouver, BC V6B 0E8",Vancouver,BC,V6B 0E8,49.2785128,-123.1150027,629000.0,1.0,1.0,610,,Condo,610 SQFT
7423,"2605 1111 ALBERNI STREET, Vancouver, BC V6E 4V2",Vancouver,BC,V6E 4V2,49.2859647,-123.1243113,1298000.0,2.0,2.0,"1,095",,Condo,"1,095 SQFT"
7506,"1703 620 CARDERO STREET, Vancouver, BC V6G 0C7",Vancouver,BC,V6G 0C7,49.2907836,-123.1297778,2399000.0,3.0,2.0,"1,459",,Condo,"1,459 SQFT"
11241,"1688 W 61ST AVENUE, Vancouver, BC V6P 2C3",Vancouver,BC,V6P 2C3,49.2156999,-123.1458145,4150000.0,6.0,6.0,"4,353",,Single Family,"4,353 SQFT"
7492,"1116 610 GRANVILLE STREET, Vancouver, BC V6C 3T3",Vancouver,BC,V6C 3T3,49.2832148,-123.1165335,669000.0,1.0,1.0,660,,Condo,660 SQFT
1226,"307 1950 W 8TH AVENUE, Vancouver, BC V6J 1W3",Vancouver,BC,V6J 1W3,49.2644225,-123.1494271,649000.0,1.0,1.0,704,,Condo,704 SQFT
7489,"202 370 CARRALL STREET, Vancouver, BC V6B 2J3",Vancouver,BC,V6B 2J3,49.2817925,-123.104127,499000.0,1.0,1.0,450,,Condo,450 SQFT
7488,"1608 1033 MARINASIDE CRESCENT, Vancouver, BC V6Z 3A3",Vancouver,BC,V6Z 3A3,49.2734689,-123.1163625,1188000.0,2.0,2.0,"1,047",,Condo,"1,047 SQFT"
7487,"306 663 GORE AVENUE, Vancouver, BC V6A 2Z8",Vancouver,BC,V6A 2Z8,49.278854,-123.0974024,490000.0,1.0,1.0,655,,Condo,655 SQFT
11259,"607 5168 CAMBIE STREET, Vancouver, BC Z5Z 0K7",Vancouver,BC,Z5Z 0K7,49.2380584,-123.1157163,1149900.0,1.0,1.0,595,,Condo,595 SQFT
11260,"2741 E BROADWAY, Vancouver, BC V5M 1Y7",Vancouver,BC,V5M 1Y7,49.2623147,-123.0483796,3800000.0,6.0,4.0,"2,200",,Single Family,"2,200 SQFT"
11265,"3503 2085 SKYLINE COURT, Vancouver, BC V5C 0M6",Vancouver,BC,V5C 0M6,49.2652591,-123.0046757,768000.0,1.0,1.0,622,,Condo,622 SQFT
7493,"607 522 W 8TH AVENUE, Vancouver, BC V5Z 0A9",Vancouver,BC,V5Z 0A9,49.2637077,-123.1158603,1125000.0,2.0,2.0,"1,029",,Condo,"1,029 SQFT"
11268,"153 2230 E 1ST AVENUE, Vancouver, BC V5N 1B6",Vancouver,BC,V5N 1B6,49.2694182,-123.0592504,1526900.0,3.0,3.0,"1,255",,Townhome,"1,255 SQFT"
11269,"2705 1111 RICHARDS STREET, Vancouver, BC V6B 0S3",Vancouver,BC,V6B 0S3,49.2769244,-123.1232442,2999000.0,3.0,3.0,"1,781",,Condo,"1,781 SQFT"
1242,"907 980 COOPERAGE WAY, Vancouver, BC V6B 0C3",Vancouver,BC,V6B 0C3,49.2735353,-123.114101,1448000.0,2.0,2.0,"1,076",,Condo,"1,076 SQFT"
1245,"206 988 W 21ST AVENUE, Vancouver, BC V5Z 1Z1",Vancouver,BC,V5Z 1Z1,49.2523631,-123.1271141,799900.0,2.0,1.0,942,,Condo,942 SQFT
7481,"1105 1082 SEYMOUR STREET, Vancouver, BC V6B 1X9",Vancouver,BC,V6B 1X9,49.2776305,-123.1229582,549000.0,1.0,1.0,500,,Condo,500 SQFT
7485,"109 2255 ETON STREET, Vancouver, BC V5L 1C9",Vancouver,BC,V5L 1C9,49.2877676,-123.058681,499000.0,1.0,1.0,564,,Condo,564 SQFT
11255,"2428 RUPERT STREET, Vancouver, BC V5M 3T4",Vancouver,BC,V5M 3T4,49.2625804,-123.033299,2500000.0,5.0,2.0,"2,478",,Single Family,"2,478 SQFT"
6647,"122 W 47TH AVENUE, Vancouver, BC V5Y 2X9",Vancouver,BC,V5Y 2X9,49.2274411,-123.108979,2650000.0,5.0,3.0,"2,434",,Single Family,"2,434 SQFT"
7496,"1701 999 SEYMOUR STREET, Vancouver, BC V6B 0M5",Vancouver,BC,V6B 0M5,49.2789566,-123.1220866,525000.0,0.0,1.0,473,,Condo,473 SQFT
11242,"3004 1408 ROBSON STREET, Vancouver, BC V6G 0E6",Vancouver,BC,V6G 0E6,49.28802,-123.1303049,3580000.0,2.0,2.0,935,,Condo,935 SQFT
7504,"1402 485 W 42ND AVENUE, Vancouver, BC V5Z 3A6",Vancouver,BC,V5Z 3A6,49.2326008,-123.1158137,1788000.0,2.0,2.0,"1,005",,Condo,"1,005 SQFT"
11245,"3104 1408 ROBSON STREET, Vancouver, BC V6G 0E6",Vancouver,BC,V6G 0E6,49.28802,-123.1303049,3680000.0,2.0,2.0,935,,Condo,935 SQFT
11247,"3998 GRANVILLE STREET, Vancouver, BC V6H 3L2",Vancouver,BC,V6H 3L2,49.2504583,-123.13867,7380000.0,4.0,3.0,"5,350",,Single Family,"5,350 SQFT"
11251,"2811 1289 HORNBY STREET, Vancouver, BC V6Z 0G7",Vancouver,BC,V6Z 0G7,49.2783152,-123.1284659,1398000.0,2.0,2.0,961,,Condo,961 SQFT
6642,"2008 777 RICHARDS STREET, Vancouver, BC V6B 0M6",Vancouver,BC,V6B 0M6,49.2805446,-123.1177465,650000.0,1.0,1.0,573,,Condo,573 SQFT
1211,"2534 E 21ST AVENUE, Vancouver, BC V5M 2V8",Vancouver,BC,V5M 2V8,49.2512859,-123.0539415,1699000.0,5.0,3.0,"2,170",,Single Family,"2,170 SQFT"
11253,"2611 610 GRANVILLE STREET, Vancouver, BC V6C 3T3",Vancouver,BC,V6C 3T3,49.2832148,-123.1165335,899000.0,2.0,2.0,845,,Condo,845 SQFT
1214,"211 1166 MELVILLE STREET, Vancouver, BC V6E 4P5",Vancouver,BC,V6E 4P5,49.287292,-123.1238855,1108000.0,2.0,3.0,958,,Townhome,958 SQFT
7502,"606 638 BEACH CRESCENT, Vancouver, BC V6Z 3H4",Vancouver,BC,V6Z 3H4,49.2731529,-123.1304357,899500.0,1.0,1.0,652,,Condo,652 SQFT
7501,"1406 485 W 42ND AVENUE, Vancouver, BC V5Z 3A6",Vancouver,BC,V5Z 3A6,49.2326008,-123.1158137,1858000.0,2.0,2.0,"1,059",,Condo,"1,059 SQFT"
7500,"1654 E PENDER STREET, Vancouver, BC V5L 1W3",Vancouver,BC,V5L 1W3,49.280027,-123.071359,2100000.0,0.0,3.0,"2,689",,Single Family,"2,689 SQFT"
6643,"5570 BAILLIE STREET, Vancouver, BC V5Z 3M8",Vancouver,BC,V5Z 3M8,49.2349482,-123.1219234,5000000.0,5.0,1.0,"2,960",,Single Family,"2,960 SQFT"
7498,"6488 DUMFRIES STREET, Vancouver, BC V5P 3B4",Vancouver,BC,V5P 3B4,49.2257761,-123.0741297,2688000.0,7.0,6.0,"3,228",,Single Family,"3,228 SQFT"
11254,"113 539 W 28TH AVENUE, Vancouver, BC V5Z 2H2",Vancouver,BC,V5Z 2H2,49.2463876,-123.1170313,1799900.0,3.0,2.0,"1,077",,Condo,"1,077 SQFT"
6645,"708 1068 W BROADWAY, Vancouver, BC V6B 1E6",Vancouver,BC,V6B 1E6,49.2631192,-123.128154,688000.0,1.0,1.0,568,,Condo,568 SQFT
11239,"3403 1011 W CORDOVA STREET, Vancouver, BC V6C 0B2",Vancouver,BC,V6C 0B2,49.2880558,-123.1168602,3985000.0,2.0,3.0,"1,831",,Condo,"1,831 SQFT"
11356,"214 5289 CAMBIE STREET, Vancouver, BC V5Z 2Z6",Vancouver,BC,V5Z 2Z6,49.2374292,-123.1166608,1398000.0,2.0,2.0,990,,Condo,990 SQFT
7422,"1707 689 ABBOTT STREET, Vancouver, BC V6B 0J2",Vancouver,BC,V6B 0J2,49.2788252,-123.1077788,719000.0,1.0,1.0,566,,Condo,566 SQFT
1509,"1906 1618 QUEBEC STREET, Vancouver, BC V6A 0C5",Vancouver,BC,V6A 0C5,49.2714233,-123.1012924,959900.0,1.0,1.0,748,,Condo,748 SQFT
11495,"3002 33 SMITHE STREET, Vancouver, BC V6B 0B5",Vancouver,BC,V6B 0B5,49.2744358,-123.1119599,1550000.0,2.0,2.0,"1,077",,Condo,"1,077 SQFT"
1515,"4343 W 11TH AVENUE, Vancouver, BC V6R 2L9",Vancouver,BC,V6R 2L9,49.2630675,-123.20438,2888000.0,5.0,3.0,"2,279",,Single Family,"2,279 SQFT"
1516,"1391 E 35TH AVENUE, Vancouver, BC V5W 1C2",Vancouver,BC,V5W 1C2,49.2387654,-123.0771996,1968000.0,6.0,3.0,"2,420",,Single Family,"2,420 SQFT"
11501,"825 W 23RD AVENUE, Vancouver, BC V5Z 2B1",Vancouver,BC,V5Z 2B1,49.250985,-123.1229562,3475000.0,6.0,3.0,"3,190",,Single Family,"3,190 SQFT"
4571,"3240 CLIVE AVENUE, Vancouver, BC V5R 4V2",Vancouver,BC,V5R 4V2,49.2392132,-123.036451,2545000.0,5.0,4.0,"2,572",,Single Family,"2,572 SQFT"
7380,"2656 ADANAC STREET, Vancouver, BC V5K 2M7",Vancouver,BC,V5K 2M7,49.2772071,-123.0505588,1599000.0,4.0,1.0,"1,900",,Single Family,"1,900 SQFT"
4568,"809 1775 QUEBEC STREET, Vancouver, BC V5T 0E3",Vancouver,BC,V5T 0E3,49.2694967,-123.1030163,649000.0,1.0,1.0,513,,Condo,513 SQFT
1507,"303 2009 E HASTINGS STREET, Vancouver, BC V5L 1T9",Vancouver,BC,V5L 1T9,49.2814536,-123.0634082,799900.0,2.0,2.0,831,,Condo,831 SQFT
11507,"1035 W 48TH AVENUE, Vancouver, BC V6M 2N4",Vancouver,BC,V6M 2N4,49.227776,-123.1295195,3588000.0,6.0,4.0,"5,577",,Single Family,"5,577 SQFT"
11508,"803 1177 HORNBY STREET, Vancouver, BC V6Z 2E9",Vancouver,BC,V6Z 2E9,49.278837,-123.1280647,589000.0,1.0,1.0,651,,Condo,651 SQFT
7375,"104 936 BUTE STREET, Vancouver, BC V6E 1Y8",Vancouver,BC,V6E 1Y8,49.2842368,-123.1292542,1098000.0,2.0,2.0,"1,115",,Townhome,"1,115 SQFT"
6684,"4103 1011 W CORDOVA STREET, Vancouver, BC V6C 0B2",Vancouver,BC,V6C 0B2,49.2880558,-123.1168602,3950000.0,2.0,3.0,"1,831",,Condo,"1,831 SQFT"
7372,"208 2330 MAPLE STREET, Vancouver, BC V6J 3T6",Vancouver,BC,V6J 3T6,49.2652645,-123.1500922,549900.0,1.0,1.0,536,,Condo,536 SQFT
7366,"903 1678 PULLMAN PORTER STREET, Vancouver, BC V6A 0H4",Vancouver,BC,V6A 0H4,49.2707257,-123.1037511,2299900.0,2.0,2.0,"1,384",,Condo,"1,384 SQFT"
11514,"1007 W 58TH AVENUE, Vancouver, BC V6P1V9",Vancouver,BC,V6P1V9,49.2184498,-123.1290575,1928000.0,3.0,4.0,"1,592",,Condo,"1,592 SQFT"
7379,"352 W 62ND AVENUE, Vancouver, BC V5X 2E3",Vancouver,BC,V5X 2E3,49.2138214,-123.1135022,1238800.0,2.0,2.0,"1,127",,Townhome,"1,127 SQFT"
11515,"3707 HUDSON STREET, Vancouver, BC V6H 3A6",Vancouver,BC,V6H 3A6,49.2521013,-123.1348994,7980000.0,5.0,4.0,"4,896",,Single Family,"4,896 SQFT"
1506,"2520 E 28TH AVENUE, Vancouver, BC V5R 1R6",Vancouver,BC,V5R 1R6,49.2451977,-123.0537775,3200000.0,3.0,2.0,"1,500",,Single Family,"1,500 SQFT"
11490,"733 W 66TH AVENUE, Vancouver, BC V6P 2R4",Vancouver,BC,V6P 2R4,49.2115124,-123.1220347,4766000.0,5.0,6.0,"4,530",,Single Family,"4,530 SQFT"
1476,"1703 188 KEEFER PLACE, Vancouver, BC V6B 0J1",Vancouver,BC,V6B 0J1,49.2793873,-123.1085456,1068000.0,2.0,2.0,967,,Condo,967 SQFT
11474,"PH6 511 W 7TH AVE. AVENUE, Vancouver, BC V5Z 4R2",Vancouver,BC,V5Z 4R2,49.2652276,-123.1160051,788000.0,1.0,1.0,747,,Condo,747 SQFT
11475,"2903 1077 W CORDOVA STREET, Vancouver, BC V6C 2C6",Vancouver,BC,V6C 2C6,49.2885563,-123.1180593,3500000.0,2.0,2.0,"1,535",,Condo,"1,535 SQFT"
11476,"111 830 E 7TH AVENUE, Vancouver, BC V5T 4J2",Vancouver,BC,V5T 4J2,49.26404,-123.0864118,399900.0,0.0,1.0,439,,Condo,439 SQFT
11478,"3304 8131 NUNAVUT LANE, Vancouver, BC V5X 0E2",Vancouver,BC,V5X 0E2,49.2113352,-123.1165317,599000.0,1.0,1.0,445,,Condo,445 SQFT
1487,"1217 E 12TH AVENUE, Vancouver, BC V5T 2J8",Vancouver,BC,V5T 2J8,49.2598832,-123.0791624,1823999.0,5.0,3.0,"2,019",,Single Family,"2,019 SQFT"
7384,"2219 KINGSWAY, Vancouver, BC V5N 2T6",Vancouver,BC,V5N 2T6,49.2432779,-123.0604216,4300000.0,,0.0,"2,200",,MultiFamily,"2,200 SQFT"
4577,"3044 GLEN DRIVE, Vancouver, BC V5T 4C1",Vancouver,BC,V5T 4C1,49.2571367,-123.0810978,2099000.0,7.0,3.0,"3,344",,Single Family,"3,344 SQFT"
11483,"708 989 W 67 TH AVENUE, Vancouver, BC V6P 4B1",Vancouver,BC,V6P 4B1,49.2108252,-123.1298608,892900.0,1.0,1.0,533,,Condo,533 SQFT
11485,"705 989 W 67 TH AVENUE, Vancouver, BC V6P 4B1",Vancouver,BC,V6P 4B1,49.2108252,-123.1298608,1381772.0,2.0,2.0,799,,Condo,799 SQFT
11486,"702 989 W 67 TH AVENUE, Vancouver, BC V6P 4B1",Vancouver,BC,V6P 4B1,49.2108252,-123.1298608,873681.0,1.0,1.0,538,,Condo,538 SQFT
125,"1606 1082 SEYMOUR STREET, Vancouver, BC V6B 1X9",Vancouver,BC,V6B 1X9,49.2776305,-123.1229582,729000.0,1.0,1.0,708,,Condo,708 SQFT
11487,"606 989 W 67 TH AVENUE, Vancouver, BC V6P 4B1",Vancouver,BC,V6P 4B1,49.2108252,-123.1298608,726676.0,1.0,1.0,434,,Condo,434 SQFT
1496,"1205 1003 PACIFIC STREET, Vancouver, BC V6E 4P2",Vancouver,BC,V6E 4P2,49.277379,-123.1324212,1128000.0,2.0,2.0,989,,Condo,989 SQFT
1497,"608 1351 CONTINENTAL STREET, Vancouver, BC V6Z 0C6",Vancouver,BC,V6Z 0C6,49.2762666,-123.1289805,1068900.0,2.0,2.0,897,,Condo,897 SQFT
11488,"507 989 W 67 TH AVENUE, Vancouver, BC V6P 4B1",Vancouver,BC,V6P 4B1,49.2108252,-123.1298608,1048901.0,2.0,1.0,642,,Condo,642 SQFT
6682,"PH06 485 W 63RD AVENUE, Vancouver, BC V5X 2J3",Vancouver,BC,V5X 2J3,49.213292,-123.1169182,868000.0,1.0,1.0,626,,Condo,626 SQFT
11484,"707 989 W 67 TH AVENUE, Vancouver, BC V6P 4B1",Vancouver,BC,V6P 4B1,49.2108252,-123.1298608,1091832.0,2.0,1.0,642,,Condo,642 SQFT
11517,"604 1315 CARDERO STREET, Vancouver, BC V6G 2J2",Vancouver,BC,V6G 2J2,49.2841132,-123.1407187,1198000.0,1.0,2.0,"1,027",,Condo,"1,027 SQFT"
7365,"PH 1268 W BROADWAY STREET, Vancouver, BC V6H 1G6",Vancouver,BC,V6H 1G6,49.2631854,-123.1328112,2370000.0,3.0,3.0,"2,310",,Condo,"2,310 SQFT"
11531,"904 480 ROBSON STREET, Vancouver, BC V6B 1S1",Vancouver,BC,V6B 1S1,49.2797963,-123.117814,589000.0,1.0,1.0,546,,Condo,546 SQFT
7352,"8050 COLUMBIA STREET, Vancouver, BC V5X 2Z6",Vancouver,BC,V5X 2Z6,49.2121317,-123.1125063,3194400.0,3.0,2.0,"1,784",,Single Family,"1,784 SQFT"
7351,"909 161 W GEORGIA STREET, Vancouver, BC V6B 0K9",Vancouver,BC,V6B 0K9,49.2788052,-123.111556,999000.0,2.0,2.0,932,,Condo,932 SQFT
11532,"1007 W 58TH AVENUE, Vancouver, BC V6P 1V9",Vancouver,BC,V6P 1V9,49.2184498,-123.1290575,1928000.0,3.0,4.0,"1,592",,Townhome,"1,592 SQFT"
7349,"829 W 66TH AVENUE, Vancouver, BC V6P 2R7",Vancouver,BC,V6P 2R7,49.2116388,-123.1249081,3980000.0,5.0,3.0,"3,796",,Single Family,"3,796 SQFT"
11533,"7353 OAK STREET, Vancouver, BC V0V 0V0",Vancouver,BC,V0V 0V0,49.218441,-123.1288829,1699000.0,2.0,4.0,"1,395",,Townhome,"1,395 SQFT"
11535,"7355 OAK STREET, Vancouver, BC V0V 0V0",Vancouver,BC,V0V 0V0,49.218441,-123.1288829,1618000.0,2.0,2.0,"1,192",,Townhome,"1,192 SQFT"
1578,"405 2105 W 42ND AVENUE, Vancouver, BC V6M 2B7",Vancouver,BC,V6M 2B7,49.233954,-123.1559999,718000.0,1.0,1.0,721,,Condo,721 SQFT
11529,"103 3168 RIVERWALK AVENUE, Vancouver, BC V5S 0B8",Vancouver,BC,V5S 0B8,49.205651,-123.0408633,559000.0,1.0,1.0,634,,Condo,634 SQFT
11536,"7357 OAK STREET, Vancouver, BC V0V 0V0",Vancouver,BC,V0V 0V0,49.218441,-123.1288829,1928000.0,3.0,3.0,"1,553",,Townhome,"1,553 SQFT"
11540,"1332 W 47TH AVENUE, Vancouver, BC V6M 2L8",Vancouver,BC,V6M 2L8,49.2283924,-123.135827,5990000.0,5.0,7.0,"4,732",,Single Family,"4,732 SQFT"
11544,"316 3588 SAWMILL CRESCENT, Vancouver, BC V5S 0H5",Vancouver,BC,V5S 0H5,49.2065069,-123.026823,899000.0,2.0,2.0,"1,061",,Condo,"1,061 SQFT"
11547,"809 1325 ROLSTON STREET, Vancouver, BC V6B 0M2",Vancouver,BC,V6B 0M2,49.2755788,-123.1278306,859000.0,2.0,2.0,834,,Condo,834 SQFT
11548,"204 499 PACIFIC STREET, Vancouver, BC V6B 0N4",Vancouver,BC,V6B 0N4,49.2740093,-123.1266001,1150000.0,1.0,1.0,870,,Condo,870 SQFT
6692,"495 W 29TH AVENUE, Vancouver, BC V5Y 0M2",Vancouver,BC,V5Y 0M2,49.2452626,-123.1153878,1329900.0,2.0,3.0,"1,128",,Townhome,"1,128 SQFT"
4560,"4320 COLLINGWOOD STREET, Vancouver, BC V6S 2A9",Vancouver,BC,V6S 2A9,49.2477678,-123.1815479,2298000.0,3.0,2.0,"1,801",,Single Family,"1,801 SQFT"
6695,"1405 885 CAMBIE STREET, Vancouver, BC V6B 0R6",Vancouver,BC,V6B 0R6,49.2775161,-123.116534,1749000.0,2.0,2.0,"1,124",,Condo,"1,124 SQFT"
7340,"608 8488 CORNISH STREET, Vancouver, BC V6P 0C2",Vancouver,BC,V6P 0C2,49.2094686,-123.1417292,598800.0,1.0,1.0,575,,Condo,575 SQFT
